Property address,CS - NOI,CS - PV size (kW),Building type,Utility,Gross roof area (ft²),Owner name
"1621 S Illinois St, Streator, IL 61364","$8,829",353,"Industrial, Manufacturing",Commonwealth Edison Co,"29,430",Federal Signal
"1472 Dorsey Rd, Hanover, MD 21076","$10,756",158,"Industrial, Warehouse",Baltimore Gas & Electric Co,"13,181","Almanac Realty Investors, LLC"
"1250 York St, Hanover, PA 17331","$5,775",340,"Industrial, Manufacturing",Metropolitan Edison Co,"28,309","Snyder's-Lance, Inc."
"625 Jersey Ave, New Brunswick, NJ 08901",—,—,"Industrial, Manufacturing",Public Service Elec & Gas Co,"12,731",Marc Berson
"76 Acco Dr, York, PA 17402","$5,651",332,"Industrial, Manufacturing",Metropolitan Edison Co,"27,702","Dodge Realty Partners, LP"
"100 Schelter Rd, Lincolnshire, IL 60069","$8,692",348,"Industrial, Manufacturing",Commonwealth Edison Co,"28,974",Carlson Labs
"10800 W Belmont Ave, Franklin Park, IL 60131","$8,524",341,"Industrial, Manufacturing",Commonwealth Edison Co,"28,414",Prologis
"3301 Wireton Rd, Blue Island, IL 60406","$8,072",323,"Industrial, Manufacturing",Commonwealth Edison Co,"26,907",Altus Group
"1200 S Cedar Crest Blvd, Allentown, PA 18103","$4,911",246,"Retail, Strip Mall",PPL Electric Utilities Corp,"32,741",
"900 N Michigan Ave, Chicago, IL 60611","$7,828",313,Hotel,Commonwealth Edison Co,"41,748","900 North Michigan, LLC"
"10 Northgate Industrial Dr, Granite City, IL 62040","$35,487","1,314","Industrial, Manufacturing",Ameren Illinois,"109,527",H S Processing L.P.
"1001 E Oregon Rd, Lititz, PA 17543","$35,247","1,762",Multi-Family,PPL Electric Utilities Corp,"234,982",LANDIS HOMES
"200 W North Ave, Lombard, IL 60148","$7,664",307,"Industrial, Manufacturing",Commonwealth Edison Co,"25,548","F & G ASSOCIATES, LLC"
"1300 Naperville Dr, Romeoville, IL 60446","$7,863",315,"Industrial, Manufacturing",Commonwealth Edison Co,"26,209",Village of Romeoville
"200 W Madison St, Chicago, IL 60606","$4,874",195,Office,Commonwealth Edison Co,"25,994",Bentall Kennedy
"2733 S Veterans Pkwy, Springfield, IL 62704","$21,039",779,"Retail, Strip Mall",Ameren Illinois,"103,896","Westgate Sc, LLC"
"121 S Orange Ave, Newark, NJ 07103",—,—,"School, Primary",Public Service Elec & Gas Co,"16,387",Bureau of Revenue-Njdep
"1700 Walnut St, Granite City, IL 62040","$30,835","1,142","Industrial, Manufacturing",Ameren Illinois,"95,169",Amsted Industries Incorporated
"1001 E Waterfront Dr, Homestead, PA 15120","$2,492",156,"Industrial, Manufacturing",Duquesne Light Co,"12,981","Plate Mill, L.P."
"7030 S Cicero Ave, Chicago, IL 60638","$6,519",261,"Industrial, Manufacturing",Commonwealth Edison Co,"21,730",Blackstone
"340 Eby Chiques Rd, Mount Joy, PA 17552","$4,695",235,"Industrial, Manufacturing",PPL Electric Utilities Corp,"19,561",Kreider Dairy Farm Restaurant
"825 E Wyomissing Blvd, Reading, PA 19611","$6,287",314,"Industrial, Warehouse",PPL Electric Utilities Corp,"26,195","Tmap Realty, LLC"
"320 Stadium Dr, Pekin, IL 61554","$28,836","1,068","Retail, Strip Mall",Ameren Illinois,"142,399",Voice Stream Wireless
"6308 W Cortland St, Chicago, IL 60639","$6,669",267,"Industrial, Manufacturing",Commonwealth Edison Co,"22,229",Peter Arenson
"8051 Sixes Bridge Rd, Keymar, MD 21757","$11,463",382,"Industrial, Warehouse",The Potomac Edison Co,"31,843",Bon Van Wingerden
"600 Brighton St, Fountain Hill, PA 18015","$6,102",305,"Industrial, Warehouse",PPL Electric Utilities Corp,"25,426",Katz Properties LLC
"1 Union Special Plz, Huntley, IL 60142","$5,956",238,"Industrial, Manufacturing",Commonwealth Edison Co,"19,854",Smg Hunter Real Estate LLC
"400 N Weaber St, Annville, PA 17003","$4,119",242,"Industrial, Manufacturing",Metropolitan Edison Co,"20,193",Butler Mfg Company
"2350 Sequoia Dr, Aurora, IL 60506","$5,885",235,"Industrial, Manufacturing",Commonwealth Edison Co,"19,616","Toyota Motor North America, Inc."
"5621 W 120th St, Alsip, IL 60803","$5,694",228,"Industrial, Manufacturing",Commonwealth Edison Co,"18,979",Ctltc 008002360175
"2800 Lakeside Dr, Bannockburn, IL 60015","$5,632",225,"Industrial, Manufacturing",Commonwealth Edison Co,"18,772","2800 Lakeside, LLC"
"250 Olin Industrial Dr, East Alton, IL 62024","$23,441",868,"Industrial, Manufacturing",Ameren Illinois,"72,349",Olin Brass
"1665 State Hill Rd, Wyomissing, PA 19610","$3,229",161,"Retail, Strip Mall",PPL Electric Utilities Corp,"21,527",Namdar Realty Group LLC
"137 Teaticket Hwy, Falmouth, MA 02536","$6,959",89,"Retail, Strip Mall",Eversource Energy (Formerly NSTAR Electric Company),"11,895","Ta Falmouth, LLC"
"151 Don Connor Blvd, Jackson Township, NJ 08527",—,—,"School, Primary",Jersey Central Power & Lt Co,"8,771",Township of Berkeley
"305 Broadway, Jersey City, NJ 07306",—,—,"Industrial, Manufacturing",Public Service Elec & Gas Co,"7,128","JC BROADWAY, L.L.C."
"3421 W 47th St, Chicago, IL 60632","$4,775",191,"Industrial, Manufacturing",Commonwealth Edison Co,"15,915",
"5000 Proviso Dr, Melrose Park, IL 60163","$4,647",186,"Industrial, Manufacturing",Commonwealth Edison Co,"15,491",Aew Real Estate Advisors
"5125 Jonestown Rd, Harrisburg, PA 17112","$2,935",147,"Retail, Strip Mall",PPL Electric Utilities Corp,"19,564",Kroenke Group
"400 Park Dr, Carlisle, PA 17015","$3,139",157,"Industrial, Manufacturing",PPL Electric Utilities Corp,"13,080",Vitro Architectural Glass
"2301 Davis St, North Chicago, IL 60064","$4,439",178,"Industrial, Manufacturing",Commonwealth Edison Co,"14,796",A.C. Properties
"7734 W 59th St, Summit, IL 60501","$4,248",170,"Industrial, Manufacturing",Commonwealth Edison Co,"14,161",Owens Crning Intllctual Cpitl
"2000 NJ-70, Cherry Hill Township, NJ 08002",—,—,"Retail, Strip Mall",Public Service Elec & Gas Co,"13,787","Edgewood Properties, Inc."
"803 N Stanwick Rd, Moorestown, NJ 08057",—,—,"School, Primary",Public Service Elec & Gas Co,"9,440",
"9677 W Hills Ct, Kutztown, PA 19530","$18,278","1,075","Industrial, Warehouse",Metropolitan Edison Co,"89,596",Prologis
"123 6th St, Pittsburgh, PA 15222",—,—,"Restaurant, Full Service ",Duquesne Light Co,"6,528",William Zotis
"5300 McDermott Dr, Berkeley, IL 60163","$3,887",155,"Industrial, Manufacturing",Commonwealth Edison Co,"12,955",The Pauls Corporation LLC
"401 Randolph St, Red Bud, IL 62278","$17,131",634,"Industrial, Manufacturing",Ameren Illinois,"52,872",Brain Sneed
"800 Ela Rd, Lake Zurich, IL 60047","$3,620",145,"Industrial, Manufacturing",Commonwealth Edison Co,"12,067",Lake Zurich Industrial LLC
"404 N Wesley Ave, Mount Morris, IL 61054","$3,425",137,"Industrial, Manufacturing",Commonwealth Edison Co,"11,418","Phoenix Investors, A Limited Liability Company"
"120 Friel Ln, Queenstown, MD 21658","$9,230",168,"Industrial, Warehouse",Delmarva Power,"13,985","S.E.W. Friel, LLC"
"4501 Woodhaven Rd, Philadelphia, PA 19154","$1,128",71,Office,PECO Energy Co,"9,401",Liberty Plaza Storage LLC
"7400 N Oak Park Ave, Niles, IL 60714","$3,508",140,"Industrial, Manufacturing",Commonwealth Edison Co,"11,694",Reyes Holdings
"400 Commons Way, Bridgewater, NJ 08807",—,—,"Retail, Strip Mall",Jersey Central Power & Lt Co,"9,367",Jpmorganchase
"901 Cass Street, East Peoria, IL 61611","$14,718",545,"Industrial, Manufacturing",Ameren Illinois,"45,426",Caterpillar
"6400 Rock Spring Dr, Bethesda, MD 20817",—,—,"School, Primary",Potomac Electric Power Co,"6,509",Board of Education
"400 Chambers St, Trenton, NJ 08609",—,—,"School, Primary",Public Service Elec & Gas Co,"7,040",Board of Education of The City of Trenton (inc)
"6901 Security Blvd, Woodlawn, MD 21244",—,—,"Retail, Standalone",Baltimore Gas & Electric Co,"5,583","Aging, Dept of"
"276 Veterans Dr, Tobyhanna, PA 18466","$2,180",109,"Retail, Strip Mall",PPL Electric Utilities Corp,"14,536",Walmart
"972 E 4500n Rd, Bourbonnais, IL 60914","$2,951",118,"Industrial, Manufacturing",Commonwealth Edison Co,"9,838",Nucor
"754 Dinnerbell Rd, Saxonburg, PA 16056",—,—,"School, Primary",West Penn Power Co,"9,301",
"1430 E Fairchild St, Danville, IL 61832","$12,933",479,"Industrial, Manufacturing",Ameren Illinois,"39,918","Heritage Development Services, LLC"
"33239 Costen Rd, Pocomoke City, MD 21851","$7,777",141,"Industrial, Warehouse",Delmarva Power,"11,783",Lankford - Sysco Food Services
"700 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043",—,—,"Retail, Strip Mall",Atlantic City Electric Co,"9,512",Voorhees Mzl LLC
"3019 N Rockwell St, Chicago, IL 60618","$2,826",113,"Industrial, Manufacturing",Commonwealth Edison Co,"9,419","Hc Rockwell Ave Capital, LLC"
"540 Westgate Dr, Brockton, MA 02301","$5,532",55,"Retail, Strip Mall",National Grid - Massachusetts,"7,376",NEW WESTGATE MALL LLC
"310 NJ-36, Hazlet, NJ 07730",—,—,"Retail, Strip Mall",Jersey Central Power & Lt Co,"7,410","CMG & ASSOCIATES, L.L.C."
"11373 N Mockingbird Rd, Nashville, IL 62263","$11,121",412,"Industrial, Manufacturing",Ameren Illinois,"34,324","Kirchner & Company, LLC"
"1049 Secaucus Rd, Secaucus, NJ 07094",—,—,"Industrial, Manufacturing",Public Service Elec & Gas Co,"3,436",Centerpoint Properties Trust
"3900 Industrial Rd, Harrisburg, PA 17110","$2,827",141,"Industrial, Warehouse",PPL Electric Utilities Corp,"11,780","High Street Realty Company, LLC"
"40 Dennis Dr, Reading, PA 19606","$10,600",624,"Industrial, Warehouse",Metropolitan Edison Co,"51,962","ERCOR SB, LLC"
"1120 N 28th St, Quincy, IL 62301","$1,544",57,"Industrial, Manufacturing",Ameren Illinois,"4,765",TITAN
"105 E Evergreen Rd, Lebanon, PA 17042",—,—,"School, Primary",Metropolitan Edison Co,"7,623",Cornwall-Lebanon School District
"18310 Enterprise Ave, Nashville, IL 62263","$2,288",85,"Industrial, Manufacturing",Ameren Illinois,"7,062",Magna Exteriors Belvidere
"4320 East Faries Parkway, Decatur, IL 62526","$9,727",360,"Industrial, Manufacturing",Ameren Illinois,"30,023",ADM
"500 E Superior Ave, Jacksonville, IL 62650","$9,698",359,"Industrial, Manufacturing",Ameren Illinois,"29,932",Reynolds Consumer Products
"70 W Mountain Rd, Sparta, NJ 07871",—,—,"School, Primary",Jersey Central Power & Lt Co,"4,087",Northwestern Schools
"1721 Morris Ave, Union, NJ 07083",—,—,"Retail, Strip Mall",Jersey Central Power & Lt Co,"6,409",Vornado Bergen Mall License LLC
"1231 Mt Wilson Rd, Lebanon, PA 17042","$1,402",82,"Industrial, Manufacturing",Metropolitan Edison Co,"6,873",Weaber Hardwoods
"4020 211th St, Matteson, IL 60443","$1,276",51,Supermarket,Commonwealth Edison Co,"6,805",Namdar Realty Group LLC
"1150 N Sherman St, York, PA 17402","$9,067",533,"Industrial, Warehouse",Metropolitan Edison Co,"44,446","North Sherman Properties, LLC"
"4300 Jonestown Rd, Harrisburg, PA 17109","$1,541",77,"Retail, Strip Mall",PPL Electric Utilities Corp,"10,275",4600 Jonestown LLC
"6007 E State St, Rockford, IL 61108","$1,338",54,"Restaurant, Full Service ",Commonwealth Edison Co,"7,135","Broadstone Net Lease, Inc."
"325 US-202, Flemington, NJ 08822",—,—,"Retail, Strip Mall",Jersey Central Power & Lt Co,"6,361",New York Life
"1520 NJ-38, Lumberton Township, NJ 08048",—,—,"Retail, Strip Mall",Public Service Elec & Gas Co,"7,534",Lowe's
"493 County Ave, Secaucus, NJ 07094",—,—,"Industrial, Manufacturing",Public Service Elec & Gas Co,"2,449",UPS
"20 N 3rd St, Philadelphia, PA 19106",—,—,Office,PECO Energy Co,"5,107",20 North 3rd Street Limited
"365 E North Ave., Carol Stream, IL 60188","$1,844",74,"Industrial, Manufacturing",Commonwealth Edison Co,"6,148","Hs Baltimore Portfolio Investors III, LLC"
"2000 Clements Bridge Rd, Woodbury, NJ 08096",—,—,"Retail, Strip Mall",Atlantic City Electric Co,"6,368",Blackstone
"704 W Main St, Teutopolis, IL 62467","$4,519",167,"Industrial, Manufacturing",Ameren Illinois,"13,947","Stevens Industries, Inc."
"8201 N University St, Peoria, IL 61615","$5,093",189,"Industrial, Manufacturing",Ameren Illinois,"15,718","Walbridge Coating Property, LLC"
"315 N Clark St, Chicago, IL 60654","$2,064",83,Hotel,Commonwealth Edison Co,"11,009","Host Hotels & Resorts, Inc."
"800 W Front St, Chester, PA 19013","$6,114",382,Parking Lot,PECO Energy Co,"50,952",Michael Gerace
"2626 Ligonier St, Latrobe, PA 15650",—,—,"Industrial, Manufacturing",West Penn Power Co,"4,288",Latrobe Specialty Steel Co
"5300 St Charles Rd, Berkeley, IL 60163","$1,349",54,"Industrial, Manufacturing",Commonwealth Edison Co,"4,496",Honey Can Do
"801 N Main St, Abingdon, IL 61410",—,—,"Industrial, Manufacturing",Ameren Illinois,"3,963",
"3201 Rte 9 S, Middle Township, NJ 08242",—,—,"Retail, Strip Mall",Atlantic City Electric Co,"5,200",Thomas Juliano
"100 Redco Ave, Red Lion, PA 17356","$5,683",334,"Industrial, Warehouse",Metropolitan Edison Co,"27,859",Glenn C Rexroth
"2100 N Hicks Rd, Palatine, IL 60074",—,—,"Industrial, Manufacturing",Commonwealth Edison Co,"4,127",UPS
"141 US-206, Chester, NJ 07930",—,—,"Retail, Strip Mall",Jersey Central Power & Lt Co,"4,539",Ares
"800 N Frederick Ave, Gaithersburg, MD 20879",—,—,"Industrial, Warehouse",Potomac Electric Power Co,"4,825",Morris Rtf Associates LLC
"3000 W Chrysler Dr, Belvidere, IL 61008",—,—,"Industrial, Manufacturing",Commonwealth Edison Co,"3,737",Fiat Chrysler Automobiles
"205 S Lierman Ave, Urbana, IL 61802","$3,394",126,"Industrial, Manufacturing",Ameren Illinois,"10,474",Dart Atlas Holdings LLC
"777 Rural Ave, Williamsport, PA 17701",—,—,Outpatient,PPL Electric Utilities Corp,"3,587",UPMC HEALTH BENEFITS
"2380 Sullivan Rd, Aurora, IL 60506",—,—,"Industrial, Manufacturing",Commonwealth Edison Co,"3,739",Blackstone
"415 Memorial Blvd, Womelsdorf, PA 19567",—,—,"Industrial, Manufacturing",PPL Electric Utilities Corp,"3,445",De Gol Bros Carpet Div
"5900 Peach St, Erie, PA 16509",—,—,Office,Pennsylvania Electric Co,"963,819",
"10701 Franklin Ave, Franklin Park, IL 60131",—,—,"Industrial, Manufacturing",Commonwealth Edison Co,"3,663",Barrett Lachance
"1640 Seventh St, Granite City, IL 62040","$4,818",178,"Industrial, Warehouse",Ameren Illinois,"14,871",America's Central Port District
"1000 Willowbrook Rd, Northampton, PA 18067","$1,643",82,"Industrial, Warehouse",PPL Electric Utilities Corp,"6,847",Fedex
"104 E 2nd St, Erie, PA 16507",—,—,Hospital,Pennsylvania Electric Co,"223,083",
"500 John Hancock Rd, Taunton, MA 02780","$4,651",47,"Industrial, Warehouse",National Grid - Massachusetts,"3,876","CCM Investments, LLC"
"71 Progress Ave, Cranberry Township, PA 16066",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"125,278","Alcoa Steamship Company, LLC"
"1503 W Main St Ext, Grove City, PA 16127",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"414,552",WABTEC
"86 Tube Dr, Reading, PA 19605","$1,441",85,"Industrial, Warehouse",Metropolitan Edison Co,"7,066",Greater Berks Development Fund
"4300 E New York St, Aurora, IL 60505","$1,506",60,"Retail, Strip Mall",Commonwealth Edison Co,"8,033","Pacifica Vegas, LLC"
"1664 Greengarden Blvd, Erie, PA 16501",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"22,880",Michael Woods
"41 Fisher Ave, Bradford, PA 16701",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"20,457",Dresser Natural Gas Solutions
"150 Lincoln Ave, Grove City, PA 16127",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"46,699","Cooper Commons, LLC"
"2909 Chestnut St, Quincy, IL 62301","$3,553",132,"Industrial, Manufacturing",Ameren Illinois,"10,965",ADM
"6375 Buffalo Rd, Harborcreek, PA 16421",—,—,"School, Primary",Pennsylvania Electric Co,"267,793",Township of Harborcreek
"4882 Curwensville Grampian Hwy, Curwensville, PA 16833",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"9,301","Mt. Savage Specialty Refractories Co., Inc."
"660 Barkeyville Rd, Grove City, PA 16127",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"249,276",WABTEC
"13 Industrial Park Rd, Lewistown, PA 17044",—,—,Office,Pennsylvania Electric Co,"247,902",Trinity Plastics Inc.
"3872 Co Hwy 12, Marissa, IL 62257","$1,827",68,"Industrial, Manufacturing",Ameren Illinois,"5,638",Prairie State Generating Company
"4100 William Penn Hwy, Monroeville, PA 15146",—,—,"Retail, Strip Mall",Duquesne Light Co,"3,658","M & J Wilkow, Ltd."
"2445 Schoenersville Rd, Bethlehem, PA 18017",—,—,"Retail, Strip Mall",PPL Electric Utilities Corp,"5,532",Pccp
"600 Roundhouse Rd, Lewistown, PA 17044",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"15,523",Bopp Films
"1 Eagle Ct, Mount Vernon, IL 62864","$3,015",112,"Industrial, Manufacturing",Ameren Illinois,"9,306","Mt. Vernon Enterprise Park, L.L.C."
"1015 E 12th St, Erie, PA 16503",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"6,179","Agnl Jet, L.L.C."
"1 FRONT ST, IRVINE, PA 16329",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"3,588",Ellwood Quality Steels Company
"1156 Four Star Dr, Mount Joy, PA 17552",—,—,"Industrial, Warehouse",PPL Electric Utilities Corp,"5,155","Redcay Industrial Development Xi, LLC"
"891 Beaver Dr, DuBois, PA 15801",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"392,881","Phoenix Investors, A Limited Liability Company"
"2417 Park Ave, Easton, PA 18045",—,—,"Retail, Strip Mall",PPL Electric Utilities Corp,"5,468",James Khezrie
"227 Hathaway St E, Girard, PA 16417",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"316,440",Girard Area Industrial Development Corporation
"1000 Westinghouse Dr, Cranberry Township, PA 16066",—,—,"Industrial, Manufacturing",Pennsylvania Electric Co,"188,464",William Turner
"1001 75th St, Woodridge, IL 60517","$1,251",50,"Retail, Strip Mall",Commonwealth Edison Co,"6,670",Mc Donald Development Company Inc
"999 Paoli Pike, West Chester, PA 19380",—,—,"Retail, Strip Mall",PECO Energy Co,"5,522",Target Corp
"199 E Lake Shore Dr, Chicago, IL 60611",—,—,Multi-Family,Commonwealth Edison Co,"3,922",199 East Lake Shore Building Corporation
"3402 78th Ave W, Rock Island, IL 61201",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"462,356",LDI
"32 S 32nd St, Camp Hill, PA 17011",—,—,"Retail, Strip Mall",PPL Electric Utilities Corp,"4,944",
"1300 19th St, East Moline, IL 61244",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"737,096",
"28424 38th Ave N, Hillsdale, IL 61257",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"3,436",Tyson
"801 1st St E, Milan, IL 61264",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"845,166","QUALITY WAREHOUSES, L.L.C."
"625 3rd Ave, Rock Island, IL 61201",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"243,393",Gary Dohrn
"1400 13th St, East Moline, IL 61244",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"379,858",Cid-Lcms
"8001 51st St W, Rock Island, IL 61201",—,—,"Industrial, Manufacturing",MidAmerican Energy Co,"254,759","1701 R.C. Sarasota Investments, L.L.C."
